page,value,x,y
/~nmchenry1/index_charts.html,15110,692,839
/~nmchenry1/index_charts.html,15126.69995,410,357
/~nmchenry1/index_charts.html,15194.69995,410,358
/~nmchenry1/index_charts.html,15210.69995,409,359
/~nmchenry1/index_charts.html,15243.69995,408,359
/~nmchenry1/index_charts.html,15260.69995,408,361
/~nmchenry1/index_charts.html,15293.69995,408,362
/~nmchenry1/index_charts.html,15311.69995,408,363
/~nmchenry1/index_charts.html,15360.69995,408,364
/~nmchenry1/index_charts.html,15377.69995,408,366
/~nmchenry1/index_charts.html,15393.69995,408,370
/~nmchenry1/index_charts.html,15411.69995,408,373
/~nmchenry1/index_charts.html,15426.69995,408,379
/~nmchenry1/index_charts.html,15443.69995,408,383
/~nmchenry1/index_charts.html,15476.69995,408,385
/~nmchenry1/index_charts.html,15494.69995,408,386
/~nmchenry1/index_charts.html,15792,692,842
/~nmchenry1/index_charts.html,15810,694,848
/~nmchenry1/index_charts.html,15825,694,851
/~nmchenry1/index_charts.html,15842,696,857
/~nmchenry1/index_charts.html,15843.69995,410,386
/~nmchenry1/index_charts.html,15858,696,863
/~nmchenry1/index_charts.html,15861.69995,418,385
/~nmchenry1/index_charts.html,15875,698,870
/~nmchenry1/index_charts.html,15877.69995,482,384
/~nmchenry1/index_charts.html,15892,698,871
/~nmchenry1/index_charts.html,15892.69995,560,392
/~nmchenry1/index_charts.html,15908,698,875
/~nmchenry1/index_charts.html,15909.69995,587,397
/~nmchenry1/index_charts.html,15925,699,875
/~nmchenry1/index_charts.html,15926.69995,618,403
/~nmchenry1/index_charts.html,15943,699,876
/~nmchenry1/index_charts.html,15943.69995,644,407
/~nmchenry1/index_charts.html,15959,700,877
/~nmchenry1/index_charts.html,15960.69995,654,408
/~nmchenry1/index_charts.html,15976.69995,664,410
/~nmchenry1/index_charts.html,15977,700,879
